[ T-Track ]
    title = Track Detection using [T-track] tally
     mesh =  reg            # mesh type is region-wise
      reg = 102 200
   e-type =    2            # e-mesh is linear given by emin, emax and ne
     emin =   0.000000      # minimum value of e-mesh points
     emax =   201.0000      # maximum value of e-mesh points
#    edel =   2.010000      # mesh width of e-mesh points
       ne =    100          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           0.00000E+00  2.01000E+00  4.02000E+00  6.03000E+00  8.04000E+00
#           1.00500E+01  1.20600E+01  1.40700E+01  1.60800E+01  1.80900E+01
#           2.01000E+01  2.21100E+01  2.41200E+01  2.61300E+01  2.81400E+01
#           3.01500E+01  3.21600E+01  3.41700E+01  3.61800E+01  3.81900E+01
#           4.02000E+01  4.22100E+01  4.42200E+01  4.62300E+01  4.82400E+01
#           5.02500E+01  5.22600E+01  5.42700E+01  5.62800E+01  5.82900E+01
#           6.03000E+01  6.23100E+01  6.43200E+01  6.63300E+01  6.83400E+01
#           7.03500E+01  7.23600E+01  7.43700E+01  7.63800E+01  7.83900E+01
#           8.04000E+01  8.24100E+01  8.44200E+01  8.64300E+01  8.84400E+01
#           9.04500E+01  9.24600E+01  9.44700E+01  9.64800E+01  9.84900E+01
#           1.00500E+02  1.02510E+02  1.04520E+02  1.06530E+02  1.08540E+02
#           1.10550E+02  1.12560E+02  1.14570E+02  1.16580E+02  1.18590E+02
#           1.20600E+02  1.22610E+02  1.24620E+02  1.26630E+02  1.28640E+02
#           1.30650E+02  1.32660E+02  1.34670E+02  1.36680E+02  1.38690E+02
#           1.40700E+02  1.42710E+02  1.44720E+02  1.46730E+02  1.48740E+02
#           1.50750E+02  1.52760E+02  1.54770E+02  1.56780E+02  1.58790E+02
#           1.60800E+02  1.62810E+02  1.64820E+02  1.66830E+02  1.68840E+02
#           1.70850E+02  1.72860E+02  1.74870E+02  1.76880E+02  1.78890E+02
#           1.80900E+02  1.82910E+02  1.84920E+02  1.86930E+02  1.88940E+02
#           1.90950E+02  1.92960E+02  1.94970E+02  1.96980E+02  1.98990E+02
#           2.01000E+02
     unit =    1            # unit is [1/cm^2/source]
 material =  all            # (D=all) number of specific material
     axis =     eng            # axis of output
     file = reg.out         # file name of output for the above axis
     part =  proton     neutron    photon     electron 
# kf/name :  2212       2112       22         11       
    gshow =    3            # 0: no 1:bnd, 2:bnd+mat, 3:bnd+reg 4:bnd+lat 5:bmp style
    resol =    1            # (D=1) resolution of gshow or rshow
    width = 0.5000000       # (D=0.5) width of lines for gshow or rshow
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         107 (  0)           0 (  0)         107 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =    102

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(proton  ),hh0l n  y(neutron ),hh0dr n  y(photon  ),hh0ub n  y(electron),hh0mg n  
#  e-lower      e-upper        proton    r.err      neutron   r.err      photon    r.err      electron  r.err 
   1.0653E+02   1.0854E+02   1.1619E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.0854E+02   1.1055E+02   1.1778E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.1055E+02   1.1256E+02   1.1936E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.1256E+02   1.1457E+02   1.2093E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.1457E+02   1.1658E+02   1.2249E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.1658E+02   1.1859E+02   1.2403E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.1859E+02   1.2060E+02   1.2556E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.2060E+02   1.2261E+02   1.2708E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.2261E+02   1.2462E+02   6.6610E-04  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.2462E+02   1.2663E+02   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.2663E+02   1.2864E+02   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.2864E+02   1.3065E+02   9.0044E-04  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.3065E+02   1.3266E+02   1.3452E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.3266E+02   1.3467E+02   1.3598E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.3467E+02   1.3668E+02   1.3742E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.3668E+02   1.3869E+02   1.9925E-03  0.7588   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.3869E+02   1.4070E+02   2.8054E-03  0.7057   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.4070E+02   1.4271E+02   2.8336E-03  0.7057   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.4271E+02   1.4472E+02   2.8615E-03  0.7057   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.4472E+02   1.4673E+02   1.8037E-03  0.8245   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.4673E+02   1.4874E+02   1.4585E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.4874E+02   1.5075E+02   1.4722E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.5075E+02   1.5276E+02   1.4858E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.5276E+02   1.5477E+02   1.4994E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.5477E+02   1.5678E+02   1.0005E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.5678E+02   1.5879E+02   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.5879E+02   1.6080E+02   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.6080E+02   1.6281E+02   1.3345E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.6281E+02   1.6482E+02   1.5657E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.6482E+02   1.6683E+02   1.5787E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.6683E+02   1.6884E+02   1.5916E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.6884E+02   1.7085E+02   1.6044E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.7085E+02   1.7286E+02   1.6171E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.7286E+02   1.7487E+02   1.6298E-03  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.7487E+02   1.7688E+02   8.9584E-02  0.0276   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.7688E+02   1.7889E+02   3.9156E-01  0.0148   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.7889E+02   1.8090E+02   3.9678E-01  0.0142   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.8090E+02   1.8291E+02   4.0049E-01  0.0137   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.8291E+02   1.8492E+02   4.0648E-01  0.0122   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.8492E+02   1.8693E+02   4.1154E-01  0.0115   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.8693E+02   1.8894E+02   4.1606E-01  0.0110   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.8894E+02   1.9095E+02   4.2029E-01  0.0102   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.9095E+02   1.9296E+02   4.2668E-01  0.0086   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.9296E+02   1.9497E+02   4.3134E-01  0.0073   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.9497E+02   1.9698E+02   4.3652E-01  0.0058   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.9698E+02   1.9899E+02   4.4020E-01  0.0057   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.9899E+02   2.0100E+02   2.2316E-01  0.0031   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000

#   sum over                 5.1361E+00  0.0092   5.2960E+00  0.1552   3.8245E+00  0.1549   0.0000E+00  0.0000

'no. =  2,  reg  =    200'
msuc: {\huge Track Detection using [T-track] tally}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.35}
wt: s(0.7)
\vspace{-3}
   vol  &=&   1.0000E+00 [cm^3]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  2 # 1:Batch variance, 2:History variance
# resc2  = 2.50000000000000000E+02 # Total source weight or Total source weight / maxcas
# resc3  = 2.50000000000000000E+02 # Total history number or Total batch number
# maxcas =          50 # History / Batch, only used for istdev=1
# bitrseed = 0000110111001111011111100000101111001011101101111001010011110111 # bit data of rseed
